timepoint,year,block,plot,transect_name,initial_state,treatment_type,dispersal_treatment,cm_location,species_code,genus,species,count,notes
t1,2021,3,21,3_21,open,open,NA,3,ledu,Levenhookia,dubia,1,
t1,2021,3,21,3_21,open,open,NA,15,ledu,Levenhookia,dubia,1,
t1,2021,4,14,4_14,log,insitu_log,after,0,ledu,Levenhookia,dubia,1,
t0,2020,6,twenty,6_20,open,open_with_log,before,19,lele,Levenhookia,leptantha,1,
t1,2021,6,1,6_1,log,gap,before,1,lele,Levenhookia,leptantha,1,
t1,2021,6,1,6_1,log,gap,before,11,lele,Levenhookia,leptantha,1,
t1,2021,6,1,6_1,log,gap,before,13,lele,Levenhookia,leptantha,1,
t1,2021,6,31,6_31,open,open,NA,19,lele,Levenhookia,leptantha,1,
t1,2021,6,twenty,6_20,open,open_with_log,before,8,lele,Levenhookia,leptantha,1,
t1,2021,7,19,7_19,open,open_with_log,after,4,lele,Levenhookia,leptantha,1,
t1,2021,7,27,7_27,open,open_with_log,before,1,lele,Levenhookia,leptantha,1,
t0,2020,1,1,1_1,log,gap,after,2,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,1,8,1_8,log,gap,after,18,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,1,17,1_17,open,open,NA,1,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,1,18,1_18,open,open_with_log,after,5,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,1,26,1_26,open,open_with_pvc,before,8,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,4,5,4_5,log,gap,before,12,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,4,8,4_8,log,gap,after,7,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,4,8,4_8,log,gap,after,10,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,4,8,4_8,log,gap,after,15,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,4,8,4_8,log,gap,after,17,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,4,14,4_14,log,insitu_log,after,9,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,4,15,4_15,log,gap,before,1,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,4,16,4_16,log,insitu_log,after,1,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,4,ten,4_10,log,insitu_log,before,19,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,4,twenty,4_20,open,open,before,11,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,6,9,6_9,log,insitu_log,before,11,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,6,13,6_13,log,insitu_pvc,after,15,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,6,16,6_16,log,insitu_log,after,11,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,6,16,6_16,log,insitu_log,after,18,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,7,7,7_7,log,gap,after,4,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,7,12,7_12,log,insitu_log,after,1,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,7,12,7_12,log,insitu_log,after,2,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,7,12,7_12,log,insitu_log,after,5,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,7,15,7_15,log,insitu_log,after,1,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,7,15,7_15,log,insitu_log,after,5,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,7,17,7_17,open,open_with_log,after,19,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,7,26,7_26,open,open,NA,20,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,7,31,7_31,open,open,NA,15,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t0,2020,7,31,7_31,open,open,NA,19,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,1,1_1,log,gap,after,0,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,1,1_1,log,gap,after,9,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,1,1_1,log,gap,after,13,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,1,1_1,log,gap,after,14,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,2,1_2,log,insitu_log,before,3,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,2,1_2,log,insitu_log,before,5,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,2,1_2,log,insitu_log,before,9,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,3,1_3,log,insitu_pvc,before,7,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,3,1_3,log,insitu_pvc,before,11,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,3,1_3,log,insitu_pvc,before,13,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,4,1_4,log,gap,before,4,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,4,1_4,log,gap,before,19,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,6,1_6,log,gap,before,18,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,8,1_8,log,gap,after,10,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,8,1_8,log,gap,after,13,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,8,1_8,log,gap,after,18,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,8,1_8,log,gap,after,21,misp,Millotia,sp.,1,transect 21 cm long. All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,11,1_11,log,gap,before,3,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,11,1_11,log,gap,before,8,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,11,1_11,log,gap,before,15,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,11,1_11,log,gap,before,16,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,15,1_15,log,insitu_pvc,before,9,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,15,1_15,log,insitu_pvc,before,12,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,17,1_17,open,open,NA,14,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,21,1_21,open,open_with_pvc,before,0,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,22,1_22,open,open_with_log,before,4,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,22,1_22,open,open_with_log,before,7,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,22,1_22,open,open_with_log,before,10,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,1,27,1_27,open,open_with_log,before,2,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,2,18,2_18,open,open,NA,16,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,2,18,2_18,open,open,NA,19,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,2,26,2_26,open,open_with_log,before,11,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,2,ten,2_10,log,gap,before,11,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,3,28,3_28,open,open_with_log,after,8,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,3,28,3_28,open,open_with_log,after,20,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,1,4_1,log,insitu_log,before,4,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,1,4_1,log,insitu_log,before,5,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,5,4_5,log,gap,before,12,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,14,4_14,log,insitu_log,after,16,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,15,4_15,log,gap,before,4,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,15,4_15,log,gap,before,10,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,16,4_16,log,insitu_log,after,4,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,21,4_21,open,open_with_pvc,NA,10,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,23,4_23,open,open,NA,13,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,23,4_23,open,open,NA,15,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,23,4_23,open,open,NA,17,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,23,4_23,open,open,NA,19,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,27,4_27,open,open,NA,1,misp,Millotia,sp.,1,Tree fallen right next to but not over plot/transect
t1,2021,4,27,4_27,open,open,NA,15,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,31,4_31,open,open_with_log,before,20,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,ten,4_10,log,insitu_log,before,2,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,4,ten,4_10,log,insitu_log,before,3,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,8,5_8,log,gap,after,6,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,8,5_8,log,gap,after,14,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,9,5_9,log,insitu_pvc,before,17,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,12,5_12,log,insitu_pvc,after,7,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,13,5_13,log,gap,after,3,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,13,5_13,log,gap,after,5,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,13,5_13,log,gap,after,11,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,13,5_13,log,gap,after,14,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,13,5_13,log,gap,after,15,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,27,5_27,open,open_with_log,after,9,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,27,5_27,open,open_with_log,after,10,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,thirty,5_30,log,insitu_log,before,14,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,thirty,5_30,log,insitu_log,before,20,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,5,thirty,5_30,log,insitu_log,before,21,misp,Millotia,sp.,1,transect 21 cm long. All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,6,11,6_11,log,insitu_pvc,after,16,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,6,16,6_16,log,insitu_log,after,17,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,6,17,6_17,open,open,NA,3,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,6,22,6_22,open,open,NA,1,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,6,22,6_22,open,open,NA,6,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,7,15,7_15,log,insitu_log,after,1,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,7,15,7_15,log,insitu_log,after,2,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,7,15,7_15,log,insitu_log,after,3,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,7,15,7_15,log,insitu_log,after,18,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,7,17,7_17,open,open_with_log,after,12,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,7,24,7_24,open,open_with_pvc,before,5,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,7,24,7_24,open,open_with_pvc,before,9,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,7,26,7_26,open,open,NA,11,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,7,29,7_29,open,open,NA,8,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,7,31,7_31,open,open,NA,11,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,7,31,7_31,open,open,NA,20,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,7,ten,7_10,log,insitu_pvc,before,15,misp,Millotia,sp.,1,All Millotias to be checked in 2022. In 2020 only misp was recorded
t1,2021,6,18,6_18,open,open_with_log,before,4,momo,Monoculus,monstrosus,1,
t0,2020,6,21,6_21,open,open,NA,x,x,x,x,x,nothing
t0,2020,7,5,7_5,log,gap,before,x,x,x,x,x,nothing
t1,2021,3,15,3_15,log,insitu_log,after,16,niro,Nictonia,rotundiflora,1,
t1,2021,3,15,3_15,log,insitu_log,after,20,niro,Nictonia,rotundiflora,1,
t0,2020,5,2,5_2,log,gap,before,6,omco,Omphalolappula,concava,1,
t0,2020,5,18,5_18,open,open_with_log,before,2,omco,Omphalolappula,concava,1,
t0,2020,5,18,5_18,open,open_with_log,before,10,omco,Omphalolappula,concava,1,
t0,2020,5,18,5_18,open,open_with_log,before,18,omco,Omphalolappula,concava,1,
t1,2021,1,17,1_17,open,open,NA,12,omco,Omphalolappula,concava,1,
t1,2021,5,2,5_2,log,gap,before,21,omco,Omphalolappula,concava,1,transect 21 cm long
t1,2021,5,18,5_18,open,open_with_log,before,19,omco,Omphalolappula,concava,1,
t0,2020,6,17,6_17,open,open,NA,7,pala,Parentucellia,latifolia,1,
t0,2020,2,6,2_6,log,insitu_pvc,after,9,peai,Pentameris,airoides,1,
t0,2020,2,17,2_17,open,open_with_log,after,12,peai,Pentameris,airoides,1,
t0,2020,2,17,2_17,open,open_with_log,after,15,peai,Pentameris,airoides,1,
t0,2020,2,17,2_17,open,open_with_log,after,17,peai,Pentameris,airoides,1,
t0,2020,2,17,2_17,open,open_with_log,after,18,peai,Pentameris,airoides,1,
t0,2020,2,17,2_17,open,open_with_log,after,19,peai,Pentameris,airoides,1,
t0,2020,2,25,2_25,open,open,NA,12,peai,Pentameris,airoides,1,
t0,2020,4,22,4_22,open,open_with_pvc,before,16,peai,Pentameris,airoides,1,
t0,2020,6,8,6_8,log,gap,before,3,peai,Pentameris,airoides,1,
t0,2020,6,9,6_9,log,insitu_log,before,2,peai,Pentameris,airoides,1,
t0,2020,6,26,6_26,open,open,NA,12,peai,Pentameris,airoides,1,
t0,2020,7,32,7_32,open,open,NA,19,peai,Pentameris,airoides,1,
t1,2021,1,19,1_19,open,open,NA,0,peai,Pentameris,airoides,1,
t1,2021,1,19,1_19,open,open,NA,3,peai,Pentameris,airoides,1,
t1,2021,1,19,1_19,open,open,NA,6,peai,Pentameris,airoides,1,
t1,2021,1,19,1_19,open,open,NA,11,peai,Pentameris,airoides,1,
t1,2021,2,17,2_17,open,open_with_log,after,5,peai,Pentameris,airoides,1,
t1,2021,2,17,2_17,open,open_with_log,after,10,peai,Pentameris,airoides,1,
t1,2021,2,17,2_17,open,open_with_log,after,19,peai,Pentameris,airoides,1,
t1,2021,2,21,2_21,open,open_with_pvc,after,15,peai,Pentameris,airoides,1,
t1,2021,2,21,2_21,open,open_with_pvc,after,20,peai,Pentameris,airoides,1,
t1,2021,2,25,2_25,open,open,NA,6,peai,Pentameris,airoides,1,
t1,2021,2,25,2_25,open,open,NA,19,peai,Pentameris,airoides,1,
t1,2021,2,twenty,2_20,open,open,NA,16,peai,Pentameris,airoides,1,
t1,2021,3,15,3_15,log,insitu_log,after,14,peai,Pentameris,airoides,1,
t1,2021,3,15,3_15,log,insitu_log,after,19,peai,Pentameris,airoides,1,
t1,2021,4,14,4_14,log,insitu_log,after,13,peai,Pentameris,airoides,1,
t1,2021,4,14,4_14,log,insitu_log,after,14,peai,Pentameris,airoides,1,
t1,2021,4,14,4_14,log,insitu_log,after,17,peai,Pentameris,airoides,1,
t1,2021,4,14,4_14,log,insitu_log,after,19,peai,Pentameris,airoides,1,
t1,2021,4,14,4_14,log,insitu_log,after,20,peai,Pentameris,airoides,1,
t1,2021,4,19,4_19,open,open,NA,14,peai,Pentameris,airoides,1,
t1,2021,5,29,5_29,open,open_with_pvc,after,3,peai,Pentameris,airoides,1,
t1,2021,5,29,5_29,open,open_with_pvc,after,5,peai,Pentameris,airoides,1,
t1,2021,5,29,5_29,open,open_with_pvc,after,7,peai,Pentameris,airoides,1,
t1,2021,6,17,6_17,open,open,NA,19,peai,Pentameris,airoides,1,
t1,2021,6,25,6_25,open,open_with_pvc,before,10,peai,Pentameris,airoides,1,
t1,2021,6,25,6_25,open,open_with_pvc,before,11,peai,Pentameris,airoides,1,
t1,2021,6,25,6_25,open,open_with_pvc,before,12,peai,Pentameris,airoides,1,
t1,2021,7,3,7_3,log,insitu_pvc,before,14,peai,Pentameris,airoides,1,
t1,2021,7,8,7_8,log,insitu_log,before,18,peai,Pentameris,airoides,1,
t1,2021,7,13,7_13,log,insitu_pvc,after,7,peai,Pentameris,airoides,1,
t1,2021,7,27,7_27,open,open_with_log,before,8,peai,Pentameris,airoides,1,
t1,2021,7,31,7_31,open,open,NA,17,peai,Pentameris,airoides,1,
t1,2021,7,31,7_31,open,open,NA,20,peai,Pentameris,airoides,1,
t1,2021,7,thirty,7_30,open,open,NA,5,peai,Pentameris,airoides,1,
t0,2020,6,24,6_24,open,open_with_pvc,after,17,pedu,Petrorhagia,dubia,1,
t0,2020,6,24,6_24,open,open_with_pvc,after,18,pedu,Petrorhagia,dubia,1,
t1,2021,3,3,3_3,log,gap,after,16,phsu,Phyllangium,sulcatum,1,
t1,2021,3,3,3_3,log,gap,after,18,phsu,Phyllangium,sulcatum,1,
t1,2021,3,15,3_15,log,insitu_log,after,2,phsu,Phyllangium,sulcatum,1,
t1,2021,5,12,5_12,log,insitu_pvc,after,4,phsu,Phyllangium,sulcatum,1,
t1,2021,7,6,7_6,log,gap,after,19,phsu,Phyllangium,sulcatum,1,
t1,2021,1,28,1_28,open,open_with_log,after,6,plde,Plantago,debilis,1,
t1,2021,1,28,1_28,open,open_with_log,after,10,plde,Plantago,debilis,1,
t1,2021,1,28,1_28,open,open_with_log,after,15,plde,Plantago,debilis,1,
t1,2021,1,3,1_3,log,insitu_pvc,before,8,poar,Podolepis,aristata,1,
t1,2021,1,3,1_3,log,insitu_pvc,before,12,poar,Podolepis,aristata,1,
t1,2021,1,3,1_3,log,insitu_pvc,before,15,poar,Podolepis,aristata,1,
t1,2021,1,3,1_3,log,insitu_pvc,before,16,poar,Podolepis,aristata,1,
t1,2021,1,4,1_4,log,gap,before,1,poar,Podolepis,aristata,1,
t1,2021,1,4,1_4,log,gap,before,4,poar,Podolepis,aristata,1,
t1,2021,1,4,1_4,log,gap,before,6,poar,Podolepis,aristata,1,
t1,2021,1,4,1_4,log,gap,before,15,poar,Podolepis,aristata,1,
t1,2021,1,4,1_4,log,gap,before,17,poar,Podolepis,aristata,1,
t1,2021,1,4,1_4,log,gap,before,21,poar,Podolepis,aristata,1,transect 21 cm long
t1,2021,1,8,1_8,log,gap,after,6,poar,Podolepis,aristata,1,
t1,2021,1,16,1_16,log,insitu_log,after,14,poar,Podolepis,aristata,1,Recorded as poac which isn't a thing. Had an annotated image of POAR from this monitoring date though (but no pics of pocap or poca). So assumed POAR.
t1,2021,1,ten,1_10,log,insitu_pvc,after,14,poar,Podolepis,aristata,1,
t1,2021,1,ten,1_10,log,insitu_pvc,after,15,poar,Podolepis,aristata,1,
t1,2021,2,25,2_25,open,open,NA,8,poar,Podolepis,aristata,1,Recorded as poac which isn't a thing. Had an annotated image of POAR from this monitoring date though (but no pics of pocap or poca). So assumed POAR.
t1,2021,2,28,2_28,open,open,NA,8,poar,Podolepis,aristata,1,Recorded as poac which isn't a thing. Had an annotated image of POAR from this monitoring date though (but no pics of pocap or poca). So assumed POAR.
t1,2021,2,28,2_28,open,open,NA,9,poar,Podolepis,aristata,1,Recorded as poac which isn't a thing. Had an annotated image of POAR from this monitoring date though (but no pics of pocap or poca). So assumed POAR.
t1,2021,4,6,4_6,log,gap,after,13,poar,Podolepis,aristata,1,
t1,2021,5,8,5_8,log,gap,after,20,poar,Podolepis,aristata,1,
t0,2020,1,8,1_8,log,gap,after,4,poca,Podolepis,aristata,1,Recorded as POCA but POCA does not exist at site. Therefore
t0,2020,1,27,1_27,open,open_with_log,before,13,poca,Podolepis,aristata,1,Recorded as POCA but POCA does not exist at site. Therefore
t0,2020,1,28,1_28,open,open_with_log,after,19,poca,Podolepis,aristata,1,Recorded as POCA but POCA does not exist at site. Therefore
t0,2020,1,ten,1_10,log,insitu_pvc,after,9,poca,Podolepis,aristata,1,Recorded as POCA but POCA does not exist at site. Therefore
t0,2020,2,28,2_28,open,open,NA,1,poca,Podolepis,aristata,1,Recorded as POCA but POCA does not exist at site. Therefore
t0,2020,2,28,2_28,open,open,NA,2,poca,Podolepis,aristata,1,Recorded as POCA but POCA does not exist at site. Therefore
t0,2020,2,28,2_28,open,open,NA,20,poca,Podolepis,aristata,1,Recorded as POCA but POCA does not exist at site. Therefore
